العاملين في القطاع الخاص ,,,,,,,,,,المنشأت في القطاع الخاص ,,,,,,,,,
تصنيف العاملين في القطلاع الخاص (سعودي/غير سعودي),,,,,,تصنيف العاملين في القطاع الخاص حسب المهنة,,,,تصنيف المنشآت حسب النوع (رئيسي/فرعي),,,,,تصنيف المنشآت في القطاع الخاص حسب عدة ابعاد ,,,,
سعودي,," 2,316,565 ",,,,المهنة,اجمالي العاملين,,,نوع المنشآة,,العدد,,,المنطقة, النشاط الاقتصادي,حجم المنشأة,لون النطاق,عدد المنشأت 
,,,,,,مهندس ميكانيكي آليات ثقيلة,294,,,,,,,,عسير,المعلومات والاتصالات,متوسطة (فئة ج),بلاتيني,1
,,,,,,مهندس ميكانيكي اليات طرق,2,,,,,,,,عسير,النقل والتخزين,متوسطة (فئة ج),بلاتيني,3
,,,,,,مهندس ميكانيكي انتاج,1088,,,,,,,,عسير,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ج),بلاتيني,40
,,,,,,مهندس ميكانيكي انتاج عام,1464,,,,,,,,عسير,لأنشطة المالية وأنشطة التأمين,متوسطة (فئة ج),بلاتيني,6
,,,,,,مهندس ميكانيكي تقني,405,,,,,,,,مكة المكرمة,غير خاضعة لانشطة ISIC4,متوسطة (فئة ج),بلاتيني,2
,,,,,,مهندس ميكانيكي تكييف مركزي,49,,,,,,,,مكة المكرمة,أنشطة الخدمات الأخرى,متوسطة (فئة ج),بلاتيني,1
,,,,,,مهندس ميكانيكي سكب,2,,,,,,,,مكة المكرمة,أنشطة خدمات الاقامة والطعام,متوسطة (فئة ج),بلاتيني,10
,,,,,,مهندس ميكانيكي صناعة السفن,12,,,,,,,,مكة المكرمة,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ج),بلاتيني,5
,,,,,,مهندس ميكانيكي صيانة,512,,,,,,,,مكة المكرمة,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,متوسطة (فئة ج),بلاتيني,2
,,,,,,مهندس ميكانيكي صيانة سفن,15,,,,,,,,مكة المكرمة,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,متوسطة (فئة ج),بلاتيني,2
,,,,,,مهندس ميكانيكي صيانة طائرات,43,,,,,,,,مكة المكرمة,الأنشطة العقارية,متوسطة (فئة ج),بلاتيني,2
,,,,,,مهندس ميكانيكي صيانة قطارات,23,,,,,,,,مكة المكرمة,الأنشطة المهنية والعلمية والتقنية,متوسطة (فئة ج),بلاتيني,1
,,,,,,مهندس ميكانيكي عام,2946,,,,,,,,مكة المكرمة,التشييد,متوسطة (فئة ج),بلاتيني,19
,,,,,,مهندس ميكانيكي قطارات,11,,,,,,,,مكة المكرمة,التعدين واستغلال المحاجر,متوسطة (فئة ج),بلاتيني,1
,,,,,,مهندس ميكانيكي لحام,280,,,,,,,,مكة المكرمة,التعليم,متوسطة (فئة ج),بلاتيني,5
,,,,,,مهندس ميكانيكي محركات وماكينات ماعدا البحرية,5,,,,,,,,مكة المكرمة,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ج),بلاتيني,24
,,,,,,مهندس ميكانيكي مركبات,71,,,,,,,,مكة المكرمة,الصناعة التحويلية,متوسطة (فئة ج),بلاتيني,22
,,,,,,مهندس ميكانيكي موانع هيدروليك,4,,,,,,,,مكة المكرمة,الفنون والترفيه والتسلية,متوسطة (فئة ج),بلاتيني,3
,,,,,,مهندس نظم تقنية معلومات,569,,,,,,,,مكة المكرمة,المعلومات والاتصالات,متوسطة (فئة ج),بلاتيني,9
,,,,,,مهندس نفط,1052,,,,,,,,مكة المكرمة,النقل والتخزين,متوسطة (فئة ج),بلاتيني,9
,,,,,,مهندس نفط وغاز,3758,,,,,,,,مكة المكرمة,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ج),بلاتيني,100
,,,,,,مهندس نقل وتوزيع طاقة,2207,,,,,,,,مكة المكرمة,لأنشطة المالية وأنشطة التأمين,متوسطة (فئة ج),بلاتيني,24
,,,,,,مهندس نووي ,31,,,,,,,,نجران,أنشطة صحة الانسان والعمل الاجتماعي,متوسطة (فئة ج),بلاتيني,2
,,,,,,مهيءانوال,0,,,,,,,,نجران,التشييد,متوسطة (فئة ج),بلاتيني,3
,,,,,,موثق سجل,77,,,,,,,,نجران,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة ج),بلاتيني,1
,,,,,,موجه تربوي,84,,,,,,,,نجران,الصناعة التحويلية,متوسطة (فئة ج),بلاتيني,1
,,,,,,موزع بريد,1019,,,,,,,,نجران,النقل والتخزين,متوسطة (فئة ج),بلاتيني,1
,,,,,,موزع بريد _ساعي,740,,,,,,,,نجران,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,متوسطة (فئة ج),بلاتيني,4
,,,,,,موزع صحف و مطبوعات,0,,,,,,,,نجران,لأنشطة المالية وأنشطة التأمين,متوسطة (فئة ج),بلاتيني,1
,,,,,,موزع فواتير,288,,,,,,,,الرياض,غير خاضعة لانشطة ISIC4,صغيرة (فئة أ),مستبعد,4
,,,,,,موزع منشورات,30,,,,,,,,الرياض,التشييد,صغيرة (فئة أ),مستبعد,1
,,,,,,موزع موسيقي,2,,,,,,,,الرياض,التعليم,صغيرة (فئة أ),مستبعد,3
,,,,,,موصل كابلات كهربائية,10148,,,,,,,,الرياض,المعلومات والاتصالات,صغيرة (فئة أ),مستبعد,1
,,,,,,موظف اداري,29905,,,,,,,,الرياض,النقل والتخزين,صغيرة (فئة أ),مستبعد,11
,,,,,,موظف استقبال,27972,,,,,,,,الرياض,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة أ),مستبعد,1
,,,,,,موظف استقبال فندق,5494,,,,,,,,الشرقية,التعليم,صغيرة (فئة أ),مستبعد,1
,,,,,,موظف صندوق محاسبة,33430,,,,,,,,الشرقية,الخدمات الإدارية وخدمات الدعم,صغيرة (فئة أ),مستبعد,1
,,,,,,مؤجر مركبات,599,,,,,,,,الشرقية,الفنون والترفيه والتسلية,صغيرة (فئة أ),مستبعد,1
,,,,,,مؤذن,21,,,,,,,,القصيم,النقل والتخزين,صغيرة (فئة أ),مستبعد,1
,,,,,,مؤرخ,0,,,,,,,,المدينة,النقل والتخزين,صغيرة (فئة أ),مستبعد,1
,,,,,,مؤلف,18,,,,,,,,تبوك,التشييد,صغيرة (فئة أ),مستبعد,2
,,,,,,مؤلف موسيقي,14,,,,,,,,عسير,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة أ),مستبعد,1
,,,,,,ميكانيك حصادة,0,,,,,,,,مكة المكرمة,أنشطة الخدمات الأخرى,صغيرة (فئة أ),مستبعد,1
,,,,,,ميكانيك صمامات التحكم الهوائية,16,,,,,,,,مكة المكرمة,الأنشطة العقارية,صغيرة (فئة أ),مستبعد,1
,,,,,,ميكانيكي  صيانة افران ومدافيء عام,18,,,,,,,,مكة المكرمة,التشييد,صغيرة (فئة أ),مستبعد,1
,,,,,,ميكانيكي اجهزة تبريد مركزي,5,,,,,,,,مكة المكرمة,التعليم,صغيرة (فئة أ),مستبعد,3
,,,,,,ميكانيكي اجهزة تبريد منزلية,1,,,,,,,,مكة المكرمة,النقل والتخزين,صغيرة (فئة أ),مستبعد,4
,,,,,,ميكانيكي اجهزة تكييف مركزي,9,,,,,,,,مكة المكرمة,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة أ),مستبعد,1
,,,,,,ميكانيكي اجهزة دقيقة,82,,,,,,,,الرياض,أنشطة خدمات الاقامة والطعام,صغيرة (فئة ب),مستبعد,2
,,,,,,ميكانيكي اجهزة دقيقة عام,0,,,,,,,,الرياض,التشييد,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي اجهزة قياس,7,,,,,,,,الرياض,التعليم,صغيرة (فئة ب),مستبعد,7
,,,,,,ميكانيكي اصلاح جسم الطائرة,22,,,,,,,,الرياض,الخدمات الإدارية وخدمات الدعم,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي اصلاح معدات بوتاجاز منزلي,0,,,,,,,,الرياض,الصناعة التحويلية,صغيرة (فئة ب),مستبعد,2
,,,,,,ميكانيكي إصلاح هيكل الطائرة,45,,,,,,,,الرياض,النقل والتخزين,صغيرة (فئة ب),مستبعد,43
,,,,,,ميكانيكي اليات ثقيلة /عجلات,7,,,,,,,,الرياض,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,صغيرة (فئة ب),مستبعد,2
,,,,,,ميكانيكي اليات ثقيلة عام,2732,,,,,,,,الشرقية,التعليم,صغيرة (فئة ب),مستبعد,4
,,,,,,ميكانيكي اليات ثقيلة مجنزرة,0,,,,,,,,الشرقية,الخدمات الإدارية وخدمات الدعم,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي اليات زراعية عام,1541,,,,,,,,الشرقية,الفنون والترفيه والتسلية,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي برادات,63,,,,,,,,الشرقية,النقل والتخزين,صغيرة (فئة ب),مستبعد,10
,,,,,,ميكانيكي تبريد عام,57,,,,,,,,القصيم,التعليم,صغيرة (فئة ب),مستبعد,2
,,,,,,ميكانيكي تجميع ماكينة زراعية وتجهيزها,11,,,,,,,,القصيم,النقل والتخزين,صغيرة (فئة ب),مستبعد,5
,,,,,,ميكانيكي تجميع ماكينة طباعة وتجهيزها وصيانتها,23,,,,,,,,المدينة,غير خاضعة لانشطة ISIC4,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي تجهيز الانوال الالية,1,,,,,,,,تبوك,الأنشطة العقارية,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي تجهيز انوال الجاكارد,0,,,,,,,,تبوك,التعليم,صغيرة (فئة ب),مستبعد,2
,,,,,,ميكانيكي تجهيزات الري والرش,0,,,,,,,,عسير,التعليم,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي تدفئة مركزية,2,,,,,,,,عسير,النقل والتخزين,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي تدفئة مركزية عام,0,,,,,,,,مكة المكرمة,غير خاضعة لانشطة ISIC4,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي تدفئة وتهوية وتكييف,8466,,,,,,,,مكة المكرمة,الأنشطة العقارية,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي تركيب معدات صناعية,62,,,,,,,,مكة المكرمة,التعليم,صغيرة (فئة ب),مستبعد,7
,,,,,,ميكانيكي تركيب معدات صناعية عام,2,,,,,,,,مكة المكرمة,المعلومات والاتصالات,صغيرة (فئة ب),مستبعد,1
,,,,,,ميكانيكي ترميم عجلات قطار,1,,,,,,,,مكة المكرمة,النقل والتخزين,صغيرة (فئة ب),مستبعد,15
,,,,,,ميكانيكي تكييف عام,56,,,,,,,,نجران,النقل والتخزين,صغيرة (فئة ب),مستبعد,2
,,,,,,ميكانيكي تمديدات شبكات انابيب غاز,269,,,,,,,,الرياض,التشييد,عملاقة,مستبعد,3
,,,,,,ميكانيكي تمديدات شبكات انابيب نفط,188,,,,,,,,الرياض,الصناعة التحويلية,عملاقة,مستبعد,1
,,,,,,ميكانيكي تمديدات صحية عام,8,,,,,,,,الرياض,النقل والتخزين,عملاقة,مستبعد,1
,,,,,,ميكانيكي توبين غازي عام,0,,,,,,,,الرياض,تجارة الجملة والتجزئة وإصلاح المركبات ذات المحركات والدرجات النارية,عملاقة,مستبعد,1
,,,,,,ميكانيكي توربين بخاري,4,,,,,,,,مكة المكرمة,التعدين واستغلال المحاجر,عملاقة,مستبعد,1
,,,,,,ميكانيكي توربين بخاري عام,0,,,,,,,,الرياض,أنشطة صحة الانسان والعمل الاجتماعي,كبيرة,مستبعد,1
,,,,,,ميكانيكي توربين غازي,18,,,,,,,,الرياض,الأنشطة المهنية والعلمية والتقنية,كبيرة,مستبعد,2
,,,,,,ميكانيكي توربين مائي عام,1,,,,,,,,الرياض,الصناعة التحويلية,كبيرة,مستبعد,1
,,,,,,ميكانيكي جرار زراعي,0,,,,,,,,الرياض,المعلومات والاتصالات,كبيرة,مستبعد,2
,,,,,,ميكانيكي جرارات,0,,,,,,,,الرياض,النقل والتخزين,كبيرة,مستبعد,4
,,,,,,ميكانيكي حافلات,1017,,,,,,,,الرياض,لأنشطة المالية وأنشطة التأمين,كبيرة,مستبعد,1
,,,,,,ميكانيكي حافلات وشاحنات عام,630,,,,,,,,الشرقية,التشييد,كبيرة,مستبعد,2
,,,,,,ميكانيكي خدمة سريعة,6,,,,,,,,الشرقية,الصناعة التحويلية,كبيرة,مستبعد,1
,,,,,,ميكانيكي خدمة ميدانية الطائرات,7,,,,,,,,القصيم,الخدمات الإدارية وخدمات الدعم,كبيرة,مستبعد,1
,,,,,,ميكانيكي دراجة نارية,240,,,,,,,,تبوك,أنشطة خدمات الاقامة والطعام,كبيرة,مستبعد,16
,,,,,,ميكانيكي دراجة هوائية,0,,,,,,,,تبوك,الأنشطة المهنية والعلمية والتقنية,كبيرة,مستبعد,2
,,,,,,ميكانيكي سفن,523,,,,,,,,تبوك,التشييد,كبيرة,مستبعد,1
,,,,,,ميكانيكي سفن عام,71,,,,,,,,تبوك,الخدمات الإدارية وخدمات الدعم,كبيرة,مستبعد,1
,,,,,,ميكانيكي سيارات,46485,,,,,,,,مكة المكرمة,أنشطة صحة الانسان والعمل الاجتماعي,كبيرة,مستبعد,1
,,,,,,ميكانيكي صيان معدات صناعية,403,,,,,,,,مكة المكرمة,النقل والتخزين,كبيرة,مستبعد,1
,,,,,,ميكانيكي صيانة اجهزة مناوله المواد,8,,,,,,,,الرياض,الأنشطة المهنية والعلمية والتقنية,متوسطة (فئة أ),مستبعد,1
,,,,,,ميكانيكي صيانة افران ومدافيء غاز,13,,,,,,,,الرياض,التعليم,متوسطة (فئة أ),مستبعد,9
,,,,,,ميكانيكي صيانة افران ومدافيء نفط,0,,,,,,,,الرياض,الخدمات الإدارية وخدمات الدعم,متوسطة (فئة أ),مستبعد,1
,,,,,,ميكانيكي صيانة الات الاستنساخ,0,,,,,,,,الرياض,المعلومات والاتصالات,متوسطة (فئة أ),مستبعد,1
,,,,,,ميكانيكي صيانة الات الخياطة,0,,,,,,,,الرياض,النقل والتخزين,متوسطة (فئة أ),مستبعد,20
